cluster_id,cluster_rep,index_intruder_in_df,title_intruder,community_intruder,intruder_rank,in_test_intruder_location,index_0,sentence_0_text,index_1,sentence_1_text,index_2,sentence_2_text,index_3,sentence_3_text,index_4,sentence_4_text,index_5,sentence_5_text,index_6,sentence_6_text,index_7,sentence_7_text,index_8,sentence_8_text,index_9,sentence_9_text
2,עדויות התביעה,2272,דיון,6,1.0,0,2272,דיון,1598,"חיזוק 4 – ע', אמו של א'",1896,"	דו""ח אירוע מושב ברקת הוגש וסומן ת/11",50,הורי המתלוננת:,2526,עדותו של דרור,3177,עדותה של נ':,2160,עדות המתלוננת,2407,עדותה של לובה ספיבק,2722,השתלשלות העובדות וגירסת המתלוננת,2904,האישום בתקיפת הבת ל'
6,סיכום,1089,5.	קביעת מהימנות וממצאים,-1,,9,1729,התוצאה,395,הערות,371,מבוא,2748,ה. מסקנות,2564,לסיכום:,692,החלטה,2692,התוצאה,2779,סיכום ביניים,2338,לסיכום:,1089,5.	קביעת מהימנות וממצאים
2,עדויות התביעה,2604,הכרעת דין,0,7.0,3,3201,האירועים לאחר הולדת הבת הבכורה,1944,על קורותיה של המתלוננת באותו ערב,3153,הערכת עדות הילדה,2604,הכרעת דין,2568,"חאלד ק., אביו של המתלונן (עמ' 144 לפרוטוקול):",3133,עדות המתלוננת ג.ד.,2973,"13.	תמצית הודעתו במשטרה, ת/10 ",1876,5.	אישיותו ורקעו של המתלונן,1792,אישום ראשון- האירועים מיום 27/09/06.,3187,"הסיבה לפנייתה של המתלוננת לקבלת טיפול ב""הילינג"
6,סיכום,1356,מעשה סדום וניסיון למעשה סדום,7,4.0,7,152,סיכום ביניים:,1562,ההכרעה:,1477,"
התוצאה ",396,סיכום,3324,סיכום ביניים,2392,לסיכום,1771,מבוא,1356,מעשה סדום וניסיון למעשה סדום,1838,מבוא,378,מבוא
6,סיכום,1345,מעשים דומים,-1,,0,1345,מעשים דומים,1949,התוצאה,2239,התוצאה:,32,סיוע,386,מבוא,160,מסקנות,713,הש' מ.ברנט,381,מבוא,1066,סיכום-,2052,ציר המחלוקת :
6,סיכום,552,"חוות דעתו של ד""ר אסף כספי",-1,,8,1140,סיכום הדברים,1902,6.	דיון:,370,מבוא,2957,העבירות,3194,ס י כ ו ם,1301,(ד) מספר הערות לסיום,2713,דיון,2272,דיון,552,"חוות דעתו של ד""ר אסף כספי",2309,התוצאה
4,ראיות התביעה,2269,עדות המתלוננת ביחס לאישום השלישי,2,3.0,7,1287,ראיות ההגנה:,280,4. עדי תביעה,2865,טיעוני ההגנה,460,טענות הצדדים,680,ראיות נוספות,191,4.1. מהימנות המתלוננת,2178,3.העובדות שאינן שנויות במחלוקת,2269,עדות המתלוננת ביחס לאישום השלישי,3106,עדות עד תביעה 2,1278,הראיות
6,סיכום,119,רחל איתן- פסיכולוגית קלינית,2,3.0,3,1769,6. 	לסיכום,2186,דיון,2616,דיון החלטה,119,רחל איתן- פסיכולוגית קלינית,865,ט. סיכום ומסקנות:,389,מבוא,274,ההכרעה:,2541,כללי,2196,דיון,1485,החלטה
4,ראיות התביעה,1687,מן הכלל אל הפרט,7,4.0,1,168,הראיות,1687,מן הכלל אל הפרט,2073,העדויות,1125,העדויות,670,"7.	טענות משפטיות של ב""כ הנאשם .",2420,2. 	הראיות:,3265,העובדות:,2719,3.	גירסת הנאשם והמחלוקות,2681,הראיות,2864,טיעוני התביעה
2,עדויות התביעה,608,האם המתלוננת הסכימה למעשה,2,3.0,8,561,הערכת המהימנות על ידי חוקרת הילדים:,2785,חשיפת האירועים בפני האם ותגובת האם,441,גירסת י. להתנהגותה לאחר האונס,3257,עדות המתנדב בבית הכנסת – אליהו אוזן,560,"הערות לחקירה ע""י חוקרת הילדים:",1341,ידיעתה של הנאשמת,2257,עדות הפסיכולוג מטעם ההגנה,1597,"חיזוק 3 – ש', אביו של א'",608,האם המתלוננת הסכימה למעשה,3018,11.8	ביקור הדוד בוינה
4,ראיות התביעה,875,אישום שביעי,1,5.0,6,2588,4.     דחיית טענת אי-השפיות,2293,ראיות התביעה,765,הערכת העדויות:,3235,עדי ההגנה,2223,7.	קביעת העובדות,2966,ראיות התביעה,875,אישום שביעי,2008,הערכת עדויות הצדדים,619,ראיות תביעה נוספות:,1256,2.	ראיות המאשימה
2,עדויות התביעה,2533,עדות הנאשם,5,9.0,4,2364,"חוות דעתה ועדותה של חוקרת הילדים, גב' רחל נחום ",3074,"עדות המטפלת, הגב' רבקה סגל",401,גירסת המתלוננת,3255,עדות המוכר בקיוסק – מר שמואל כהן,2533,עדות הנאשם,1851,עדות ויויאן עזרן:,2044,(4)   עדויותיהן של רונית אליהו ורונית חכם,205,היכרותו של הנאשם עם המתלוננת:,231,עדות הפסיכולוגית,2011,1.	  התנהגותה של המתלוננת לאחר האונס
3,עדות הנאשם,2978,תאור הקטינה,-1,,9,2620,התובע:,1808,גרסת הנאשם,1267,עדות הנאשם:,124,ד.3. אי העדת הנאשם,2473,סיכום והערכת עדות הנאשם וזו של רעייתו:,602,גרסת הנאשם,482,גרסת הנאשם,1206,גרסת הנאשם,4,גרסת הנאשם:,2978,תאור הקטינה
1,כתב האישום,2953,65. מחדלי חקירה,-1,,9,2631,התשובה לאישום,883,אישום שישה עשר,2494,עובדות כתב האישום:,1263,אישום שלישי:,3060,כתב האישום,2428,כתב האישום,902,אישום שלושים ושישה,1098,האישום השלישי,2121,האישום,2953,65. מחדלי חקירה
4,ראיות התביעה,310,אישום שני – ק',1,5.0,4,2132,פרשת ההגנה,5,מהימנות:,16,פרשת התביעה,789,ראיות ההגנה:,310,אישום שני – ק',1087,עדת התביעה ליאת ברמן,2287,ראיות נוספות,2294,ראיות ההגנה,1998,עדי התביעה:,1311,ראיות התביעה – חיזוקים לעדות המתלוננת:
1,כתב האישום,1451,גרסת המתלוננת ש',-1,,2,884,אישום שבעה עשר,28,איסור פרסום,1451,גרסת המתלוננת ש',1143,אישום שני:,2820,אישום רביעי,3062,משפט הזוטא,1730,פן משפטי לעבירות נשוא כתב האישום:,880,אישום שלושה עשר,754,כתב האישום,1608,עיקרי הנטען בכתב האישום
7,יסוד העבירה,1200,הערכת עדויות וסיכומים,3,6.0,4,3172,טענות לאי התאמות נוספות בגרסאות המתלוננות,1512,המסגרת הנורמטיבית,1820,ד. הטרדה מינית:,34,מחשבה פלילית,1200,הערכת עדויות וסיכומים,3044,21.	מעשה מגונה בפומבי:,777,עבירות האלימות,2224,8.	יסודות העבירה,2595,עבירות מין שלא בהסכמת המתלוננת,707,13. הזדמנות סבירה להתגונן
1,כתב האישום,2022,עדות המתלוננת:,2,3.0,2,2836,אישום עשרים ושניים,869,אישום ראשון,2022,עדות המתלוננת:,1393,כתב האישום,1010,האישום השלישי: לגבי -----,414,האירוע השני,891,אישום עשרים וחמישה,316,כתב האישום,480,כתב האישום ותשובת הנאשם,885,אישום שמונה עשר
4,ראיות התביעה,3324,סיכום ביניים,6,1.0,3,2421,3.	עדות המתלוננת:,2605,ראיות המאשימה,2508,פרשת ההגנה:,3324,סיכום ביניים,1929,ראיות התביעה,1286,פרשת ראיות התביעה:,2300,פרשת ההגנה,717,ו. האישומים הכלליים,757,הערכת הראיות,247,מאזן הגרסאות -
6,סיכום,2265,רקע כללי,-1,,1,1796,החלטה,2265,רקע כללי,70,7. סיכום,1837,סיכום ומסקנות,1822,ד. תוצאה,1545,כללי:,257,החלטה,1534,ההכרעה,2036,לסיכום,372,מבוא
2,עדויות התביעה,2205,פרשת התביעה,4,2.0,9,1138,"בדיקת טלי על ידי ד""ר קוגל",1503,ב. עדות בני הזוג רביד,284,עימות בין המתלוננת ונאשם,465,גרסת המתלוננת:,2784,הערה כללית לעניין חזרה מתלונה ומעדות,2010,החיזוקים לעדות המתלוננת,2757,6.	האירועים שהתרחשו בקרוואן,1833,עדות מ',1215,העד מ.ד העיד,2205,פרשת התביעה
7,יסוד העבירה,2119,2. ראיות התביעה,4,2.0,0,2119,2. ראיות התביעה,2951,"63.	""התנהגות מפלילה"" של הנאשם, הבריחה מאשדוד",851,נסיבות ביצוע המעשה כמלמדות על כוונה פלילית,197,"5.3. פרשנות המונח ""בן זוג""- היבטים לשוניים, עיוניים ומעשיים",3109,אי חקירת הנאשם במשטרה כחשוד בעבירה של פגיעה בפרטיות,1848,הרשעה על סמך עדות יחידה,1219,מן הכלל אל הפרט,719,ח. הכרעה – הטענות העובדתיות,2137,עבירת התקיפה,802,הערכת מהימנות מתלוננות בעבירות מין
3,עדות הנאשם,2859,גרסת הנאשם בנוגע לאישום השמונה עשר,3,6.0,0,2859,גרסת הנאשם בנוגע לאישום השמונה עשר,2769,הנאשם,320,עדות הנאשם,51,גרסת הנאשם:,2504,טענות נוספות של הנאשם:,2164,עדותו של נאשם 1,2412,3.  גרסת הנאשם,2128,"ב""כ הנאשם",2373,4.	שקרי הנאשם:,751,"
ראיות נוספות ושקרי הנאשם"
2,עדויות התביעה,514,מעשיו של הנאשם בשנת 2001 – ניסיון למעשה סדום או מעשה מגונה:,7,4.0,9,612,גירסת המתלוננת,2687,עדות המתלוננת,2252,עדות החברה - יפעת אלקיים,1225,"6.	עד התביעה - רס""ל מטווי סקלייר",1791,"אישום שני- אירוע הצעה בעלת אופי מיני , בחניה.",1718,"אליעזר הררי (להלן: ""הנאשם""):",1846,העובדה שהמתלוננת לא התנגדה ולא הפסיקה את מעשיו של הנאשם,3073,"עדות האם, גב' ש.מ.",3186,עדויות העדים אלי נאמן וציונה בן נחום,514,מעשיו של הנאשם בשנת 2001 – ניסיון למעשה סדום או מעשה מגונה:
7,יסוד העבירה,35,סוף דבר,8,8.0,6,1121,פגיעה בפרטיות,593,(2)  בחינת ענייננו,42,יסודות העבירות באישום הראשון:,527,יסודותיה של עבירת מין שבוצעה במרמה,267,המסגרת הנורמטיבית,1783,מעשה מגונה,35,סוף דבר,1854,לעניין הימנעות מהבאת ראייה:,1640,יסודות עבירת החטיפה,1242,לעניין האישום בהדחה בחקירה
4,ראיות התביעה,1964,ראיות נוספות מטעם הנאשם,-1,,7,3168,ראיות הצדדים,2615,הראיות העיקריות:,1004,ראיות התביעה,2589,5.     גדרי המחלוקות,2122,ראיות המאשימה:,2334,הראיות:,1602,פרשת התביעה,1964,ראיות נוספות מטעם הנאשם,1755,2. עדות האם,2496,ראיות המאשימה:
2,עדויות התביעה,3021,13. 	ג' ד' - אבי המתלוננות,2,3.0,0,3021,13. 	ג' ד' - אבי המתלוננות,3021,13. 	ג' ד' - אבי המתלוננות,1290,עד תביעה מס' 1: המתלונן,2269,עדות המתלוננת ביחס לאישום השלישי,1177,עדות נתן אדיסו:,2469,"מומחה רפואי מטעם בית-המשפט - ד""ר מיכה רגולסקי",958,גרסת המתלוננת:,2340,עדות המתלוננת.,118,פרופ' טיאנו,3284,עדות המתלונן
7,יסוד העבירה,2908,כתב האישום,1,5.0,5,474,כליאת שווא:,682,העבירות שהוכחו:,198,"5.4. פרשנות המונח ""בן זוג""- היבטים משפטיים",3292,המקומות בהם בוצעו המעשים,2305,הפן המשפטי,2908,כתב האישום,838,אי ביצוע חיפוש במקום מגוריו של הנאשם,473,התעללות בקטין:,1474,עבירת מעשה סדום ויסודותיה,178,מעשה מגונה
4,ראיות התביעה,3232,כתב האישום,1,5.0,3,311,עדי תביעה נוספים,83,העובדות,1113,הדיון בראיות האישום השלישי:,3232,כתב האישום,108,ב. גדר המחלוקת,1861,5.	ראיות ההגנה,1012,מסכת הראיות,1885,4.	סיכומי המאשימה:,364,עדויות ההגנה:,1839,המסמכים
2,עדויות התביעה,3237,עד ההגנה אולג נצ'ייב,2,3.0,7,2268,עדות המתלוננת ביחס לאישום השני,921,"	ע""ת/2 - רס""ר מאיר זנאטי",1717,עדות המתלוננת:,940,המתלוננת,1029,סיכום ביניים לגבי החשיפה הנטענת בילדות של -----,2723,5.	עדותה של ננה,2639,מסדרי הזיהוי וזיהוי הנאשם – הכרעה,3237,עד ההגנה אולג נצ'ייב,1217,עדותו של י.,1188,גרסתו של אריה לביא (אברמוב):
1,כתב האישום,24,פרשת ההגנה,5,9.0,3,2276,אישום שני,3282,הוראות החיקוק,783,תשובת הנאשם וגרסתו:,24,פרשת ההגנה,1068,"תיאור  האישומים, המיוחסים לנאשם בכתב האישום:",2829,אישום חמישה עשר,1262,"
אישום שני:",816,התשובה לאישום,1824,האישום,2217,הוראות החיקוק שלפיהן מואשם הנאשם:
2,עדויות התביעה,2211,ממצאים ומסקנות,3,6.0,9,821,הראיות בדבר נסיבות זיהויו של הנאשם ותיאורו על ידי המתלונן,131,עדות המתלוננת בפני חוקרת הילדים,1193,(ב) עדותה של האם,2424,עדותה של צ.א.-,2423,עדותה של ו.ב.,1137,"""ידיעת"" גילה של טלי",1716,"חאלד וישאחי (להלן: ""חאלד"")",2284,עדות המתלוננת,716," ה. אירוע ""הציפורניים""- כשנתיים לפני 24.8.2017",2211,ממצאים ומסקנות
7,יסוד העבירה,1951,4.	עיקרי ראיות המאשימה,5,9.0,7,21,יסוד ההסכמה,1991,תחולת הדין הישראלי על עבירות-חוץ,766,ההיבט המשפטי:,942,עבירות האיומים:,607,נסיבות ביצוע המעשה כמלמדות על כוונה פלילית,2246,אישום ראשון- מעשה מגונה באדם,43,כליאת שווא:,1951,4.	עיקרי ראיות המאשימה,1878,"7.	הטענה בדבר ""מעשה דומה""",1207,האישום השני – ההדחה בחקירה
4,ראיות התביעה,1035,סיכום לגבי האישום הראשון,-1,,8,2507,פרשת התביעה:,2350,ראיות המאשימה:,432,ראיות סיוע נוספות,202,ראיות התביעה:,1469,מטעם ההגנה הוגשו:,2342,פרשת ההגנה.,2560,הראיות מטעם התביעה:,2166,"6.	טיעוני ב""כ הצדדים",1035,סיכום לגבי האישום הראשון,2601,מטעם ההגנה הוגשו הראיות הבאות
7,יסוד העבירה,2158,2.	תגובת הנאשמים לכתב האישום,1,5.0,1,1914,כליאת שווא,2158,2.	תגובת הנאשמים לכתב האישום,313,בחינת הראיות ביחס לא'  (אישום שישי),601,הטענה המקדמית פגם או פסול בכתב האישום,3055,היסוד העובדתי,2807,החבלה בפי הטבעת,1744,מחדלי חקירה,1357,מעשה מגונה וניסיון למעשה מגונה,330,אופן ביצוע השלב השני של הבדיקה (בכריעה),688,סיום ההליך בלא הרשעה - הכלל
2,עדויות התביעה,129,ראיות התביעה,-1,,5,2363,עדות המתלוננת בפני חוקרת הילדים,3204,מספר ימים לפני עזיבת המתלוננת את הנאשם,661,ב. שאלת מהימנותה של המתלוננת,860,ו. עדותו של דוד גולן סבהי – ידידו של האב,952,האישום לגבי הקטין מ',129,ראיות התביעה,429,"האם היתה ""חדירה""?",1153,ע.ת מס' 2- עידן ביטון:,2930,חוות הדעת משנת 2005,2530,"עדותו של רס""ר טובים"
2,עדויות התביעה,1775,גרסת הנאשם,3,6.0,4,2267,עדות המתלוננת ביחס לאישום הראשון,1567,"עדותו של המתלונן ע""א",1947,זהותו של התוקף,119,רחל איתן- פסיכולוגית קלינית,1775,גרסת הנאשם,3104,הערכת עדות המתלוננת,3017,11.6 	אירוע פארדיס,3020,"12. 	עדות ט' ש', חברתה של ת' ד'",427,ד י ו ן - עדותו של הקטין בפני חוקרת הילדים,2698,עד התביעה החוקר שרון אדרי
6,סיכום,1783,מעשה מגונה,7,4.0,2,388,מבוא,1821,ה. מסקנות,1783,מעשה מגונה,200,6. סיכום,2278,העימות,666,ההכרעה,544,מסקנות,204,דיון,383,מבוא,572,ההכרעה:
6,סיכום,1481,הנאשם:,3,6.0,1,600,פלוני,1481,הנאשם:,629,ההכרעה,2079,מבוא,2040,דיון ומסקנות,2497,דיון,955,סיכום,1194,סיכום,994,כללי:,867,החלטה
2,עדויות התביעה,535,כשל בייצוג והתנכלות מערכת המשפט על כל שלוחותיה,-1,,0,535,כשל בייצוג והתנכלות מערכת המשפט על כל שלוחותיה,2487,עדותה של המתלוננת בפנינו,3071,האישום הראשון – הילד ב.מ.,786,החוקרת עדן בוכריס:,1750,1. עדות חוקרת הילדים,2800,מצבו של הפעוט לאחר שובו מחדר הכושר,950,האישומים לגבי הקטין י',2017,"גרסת פן, בן-זוגה דאז של המתלוננת:",660,א. עדות המתלוננת בפני חוקרת הילדים,363,עדותה של המתלוננת
0,הכרעת דין,2445,טענות הצדדים:,4,2.0,0,2445,טענות הצדדים:,2332,הכרעת דין,1823,הכרעת דין,2282,הכרעת דין,463,הכרעת - דין,2686,הכרעת דין,806,הכרעת דין,2310,הכרעת דין,2598,הכרעת דין,1196,הכרעת דין
2,עדויות התביעה,46,הפרעה לשוטר במילו תפקידו:,-1,,9,218,עדות אמם של הקטינים א.א.וש.א.,1845,הקביעה העובדתית – היכן בדיוק נגע הנאשם במתלוננת?,3152,האם הילדה זיהתה את הנאשם,858,ד. עדותו של א.כ.– אבי הקטין,920,"	ע""ת/1 - רס""ר לנדסקורן צביה",2253,עדות החברה - מיקה,2567,עדות המתלונן,856,ת/4 – טופס סיכום עדות המתלונן:,39,מצבו הנפשי של הנאשם לאחר האירוע מיום 16/5/06:,46,הפרעה לשוטר במילו תפקידו:
4,ראיות התביעה,2819,אישום שלישי,1,5.0,1,1603,פרשת ההגנה,2819,אישום שלישי,2777,16.	השאלה המשפטית,819,תמצית סיכומי ההגנה,642,פרשת ההגנה,2237,טענות נוספות:,1871,סקירת חומר הראיות,1470,עיקרי טענות הצדדים:,1711,7.		סיכומי ההגנה,662,ג.  סיוע
7,יסוד העבירה,2421,3.	עדות המתלוננת:,4,2.0,8,475,חטיפה לשם כליאה:,3095,המעשים המגונים,759,העדר הסכמה חופשית,1218,הפן המשפטי,2670,(א) הוכחת התרחשותו של המעשה המגונה באישום הראשון,8,""" – ההסכמה חייבת להתייחס למגע מיני. ",68,5. יסודות העבירה של מעשה מגונה בנסיבות מחמירות,850,החדרת אצבע לנרתיק ברפואה המשלימה,2421,3.	עדות המתלוננת:,2136,מעשה מגונה תוך שימוש בכוח
1,כתב האישום,2701,איסור פרסום,1,5.0,1,2090,"5129371העובדות עפ""י כתב האישום :",2701,איסור פרסום,80,איסור פרסום,2821,אישום חמישי,1185,כתב האישום ותשובת הנאשם לאישום:,770,תשובת הנאשם לאישומים ותמצית קו ההגנה,1518,קו ההגנה,2793,רקע כללי וכתב האישום,1517,רקע ועובדות האישום,2512,תשובת הנאשם לכתב האישום והמפנה בסיכומים
8,סוף דבר,39,מצבו הנפשי של הנאשם לאחר האירוע מיום 16/5/06:,2,3.0,7,35,סוף דבר,2263,סוף דבר,1308,סוף דבר,1831,סוף דבר,2274,סוף דבר,436,סוף דבר,1543,סוף דבר,39,מצבו הנפשי של הנאשם לאחר האירוע מיום 16/5/06:,690,סוף דבר,223,סוף דבר
3,עדות הנאשם,2358,עבירת ההטרדה המינית:,7,4.0,1,756,חוות דעת מומחה מטעם הנאשם,2358,עבירת ההטרדה המינית:,64,1. ממצאי מהימנות וניתוח הראיות,1175,גרסת הנאשם:,349,עדות הנאשם,2155,הסניגור:,2153,הבהרת בית-המשפט :,1801,גרסת הנאשם,1842,גרסת הנאשם וראיות ההגנה,2850,גרסת הנאשם בנוגע לאישום התשיעי
4,ראיות התביעה,441,גירסת י. להתנהגותה לאחר האונס,2,3.0,4,203,ראיות ההגנה,1271,עיקרי הראיות,2765,תמצית עדויות עיקריות:,1382,הדיון בראיות האישום השני:,441,גירסת י. להתנהגותה לאחר האונס,1520,פרשת התביעה ובמרכזה עדות המתלוננת,1722,עדות כבושה:,1753,4. עדות חוקר המשטרה,1171,מערך הראיות וניתוחו:,2699,פרשת ההגנה
7,יסוד העבירה,2333,המבוא:,-1,,2,927,(1)	השיהוי בהגשת התלונה,2948,מניעת אפשרות ביקורת מטעם ההגנה (התכלות חומרים),2333,המבוא:,1938,עבירת מעשה מגונה בפומבי,524,אינוס ומעשים מגונים במרמה – המסגרת הנורמטיבית,2281,יסודות עבירת האינוס:,2671,(ב) שאלת ההוכחה של זהות הנאשם כמבצע העבירה באישום הראשון,3057,עבירת הפגיעה בפרטיות,11,– השתעבדות וכניעה – אינה הסכמה,329,אופן ביצוע השלב הראשון של הבדיקה (על הגב)
5,עדויות מטעם ההגנה,3183,אישום ראשון,1,5.0,1,1658,ראיות הצדדים,3183,אישום ראשון,1210,ראיות התביעה,2326,עדויות הגנה,1071,"דיון בראיות הצדדים, ממצאים ומסקנות.",1228,העדויות מטעם הנאשם,1105,טיעונים לעונש:,3305,התנהלותה של המתלוננת ודבריה בפני גורמים שונים,1025,החשיפה הנטענת המוקדמת,1376,היבטים משפטיים של העבירות
2,עדויות התביעה,2340,עדות המתלוננת.,2,3.0,1,2302,הערכת חוקר הילדים,2340,עדות המתלוננת.,2464,"התפתחויות המאוחרות לעדות המתלוננת, בעלות השלכה על מצבה הרפואי ",2513,מעשי הנאשם והתנהגותו לאחר שדקר את המנוח,57,3. עדותה של חוקרת הילדים,941,מצבה הנפשי של המתלוננת:,1576,3.	עדותה של המתלוננת,1152,עדות המתלוננת ואמרותיה:,727,"האם החדיר הנאשם, במהלך האירוע, את אצבעותיו ו/או איבר מינו לאיבר מינה של המתלוננת?",481,עדות המתלונן
3,עדות הנאשם,1491,דיון והכרעה:,6,1.0,2,978,הערכת מהימנות עדותו של הנאשם,1855,"ב""כ הצדדים:",1491,דיון והכרעה:,3206,אמרות הנאשם במשטרה,2152,מהימנות עדות הנאשם,1088,4.	גרסת הנאשם,2759,8.	התנהגות הנאשם לאחר האירוע,2198,מהימנות הנאשם,220,גירסת הנאשם,3155,ראיות נוספות התומכות באמיתות עדות הילדה
1,כתב האישום,1150,הכרעת דין,0,7.0,9,438,אישום שני – המתלוננת א',2297,התשובה לאישום,892,אישום עשרים ושישה,796,האישום השלישי,1985,האישומים,464,האישום:,1869,כתב האישום ותשובת הנאשם,1131,כתב האישום:,886,אישום תשעה עשר,1150,הכרעת דין
2,עדויות התביעה,3153,הערכת עדות הילדה,2,3.0,0,3153,הערכת עדות הילדה,1204,מצבה הנפשי של המתלוננת,679,סיום הקשר - חשיפת הפרשה,632,עדות אביה של המתלוננת:,2162,עדותה של קטיה,1104,"עדת אופי מס' 1, גב' סולימן יונה, מוזהרת כחוק:",3318,"עדותה של פ', אשת הנאשם",216,עדותו של א.א.,861,ז. פרשת ההגנה - דיון,1026,הטענה בדבר החשיפה בפני ---- כאשר ---- היתה בת 10
3,עדות הנאשם,2265,רקע כללי,-1,,6,1272,דיון בעדויות ובטענות הצדדים בסיכומיהם,1873,גרסת הנאשם לאירועים,297,עדות הנאשם,1548,גרסת הנאשם:,780,גרסת הנאשם,1161,עדויות חיזוק מצד הנאשם - העדות בפנינו ואמרותיו במשטרה,2265,רקע כללי,2711,גרסת הנאשם,2435,עדות המתלוננת ועדויות התומכות בה,791,אמרותיו במשטרה:
3,עדות הנאשם,834,מחדלי החקירה,-1,,9,470,גרסת הנאשם:,1888,"7.	התנהלות ב""כ הנאשם:",25,הנאשם:,2857,גרסת הנאשם בנוגע לאישום השישה עשר,453,גירסת הנאשם ביחס למתלוננת א.,933,גרסת הנאשם וראיות ההגנה,3144,טענות ההגנה של הנאשם,967,מהימנות עדות הנאשם,1468,גרסת הנאשם:,834,מחדלי החקירה
7,יסוד העבירה,2301,דיון,-1,,0,2301,דיון,2672,(ג) מסקנות לגבי האישום הראשון,990,היסוד הנפשי:,1356,מעשה סדום וניסיון למעשה סדום,1560,7) הרשעה בעבירת הרמזים המגונים,1117,הטרדה מינית:,1568,עבירות מעשה מגונה,1541,עבירת המעשה המגונה,689,מן הכלל אל הפרט,3118,היסוד הנפשי שבעבירה
1,כתב האישום,1326,תמצית עובדות כתב האישום,1,5.0,3,1622,פירוט עובדות כתב האישום,1069,אישום ראשון;,44,האישום השני:,1326,תמצית עובדות כתב האישום,1327,אישום ראשון:,1284,תמצית עובדות כתב האישום:,895,אישום עשרים ותשעה,733,"העובדות עפ""י כתב האישום: ",3123,טענת הזוטא שבפי הנאשם:,1261,אישום ראשון:
4,ראיות התביעה,375,מבוא,6,1.0,2,3236,הערכת עדויות הצדדים,1756,3. עדויות החברות,375,מבוא,101,פרשת התביעה :,3217,5.	התרשמות,2119,2. ראיות התביעה,1532,ראיות המאשימה,2341,יתר ראיות התביעה.,2066,פרשת ראיות התביעה,266,עיקרי טענות הצדדים
7,יסוד העבירה,1740,הסברו של הנאשם למימצאי הDNA,2,3.0,4,1915,תקיפה הגורמת חבלה,720,ט.העבירות הנגזרות מן התשתית העובדתית המוכחת,2329,זיהום – ספציפי,1570,עבירות זיוף כדי לקבל דבר ושימוש במסמך מזוייף,1740,הסברו של הנאשם למימצאי הDNA,2871,עבירות המין המיוחסות לנאשם,1282,(2)  בחינת ענייננו,1377,היסוד הפיזי בעבירת האינוס,3321,עדויות מתלוננות בעבירות מין,3174,הטענות למחדלי חקירה
1,כתב האישום,969,הכרעת דין,0,7.0,8,2383,תגובת הנאשם לאישום,3132,תשובת הנאשם לכתב האישום,2701,איסור פרסום,1221,כתב אישום ותשובת הנאשם,2021,העובדות בכתב האישום:,1919,1.	כתב האישום,899,אישום שלושים ושלושה,1009,האישום השני: לגבי ----,969,הכרעת דין,1070,אישום שני
3,עדות הנאשם,2665,האישום השני,-1,,9,3182,סיכום הכרעת הדין:,2258,עדות הנאשם,507,31.	הנאשם:,254,באת כוח המאשימה:,2851,גרסת הנאשם בנוגע לאישום העשירי,1199,גרסת הנאשם:,33,שקרי הנאשם,1051,גרסת הנאשם,2283,גירסת נאשם,2665,האישום השני
1,כתב האישום,854,א. כתב האישום וחזית המריבה,1,5.0,9,439,האישום הראשון,971,תשובת הנאשם לכתב האישום,1817,א. כתב-האישום וזירת המחלוקת,3166,עובדות כתב האישום,1626,8.	אישום רביעי,356,האישומים,870,אישום שני,2275,אישום ראשון,875,אישום שביעי,854,א. כתב האישום וחזית המריבה
2,עדויות התביעה,188,2.4. ראיות נילוות,-1,,4,1740,הסברו של הנאשם למימצאי הDNA,2255,עדות הוריה של המתלוננת,2768,המתלוננת,2102,6.	האירועים שהתרחשו בקרוואן,188,2.4. ראיות נילוות,728,האם הייתה המתלוננת שרויה במצב המונע ממנה לתת הסכמה חופשית והנאשם ניצל מצבה זה?,3237,עד ההגנה אולג נצ'ייב,2797,עדות יאיר לוי,852,האם המתלוננת הסכימה למעשה,562,6.	עדותה של אם המתלוננת – ע.ת. 2
1,כתב האישום,929,האישום,1,5.0,1,794,האישום הראשון,929,האישום,2321,אישום ראשון,798,האישום החמישי,2908,כתב האישום,81,תמצית עובדות כתב האישום,1797,כתב האישום,649,כתב האישום ותשובת הנאשם,1857,אישום ראשון,2109,תגובת הנאשם לאישום
4,ראיות התביעה,2681,הראיות,4,2.0,0,2681,הראיות,2007,עדי ההגנה,1381,הדיון בראיות האישום הראשון:,2243,סיכומי המאשימה,336,מענה לטענות ההגנה,157,טענות ההגנה,1819,ג. טעות במצב דברים,1556,3) הערכת גרסת ח.ס.,2336,פרשת ההגנה:,2241,4. 	ראיות המאשימה
1,כתב האישום,1173,ההתרחשות בעת הנסיעה - אירוע הליבה:,-1,,4,1747,עובדות כתב האישום המתוקן,2522,כתב האישום,569,האישום החמישי:,1333,תשובת הנאשמים לכתב האישום,1173,ההתרחשות בעת הנסיעה - אירוע הליבה:,1132,תגובת הנאשם לכתב האישום:,2005,תשובת הנאשם לכתב האישום,2495,תשובת הנאשם לכתב האישום:,897,אישום שלושים ואחד,877,אישום תשיעי
